Datetime,Open,High,Low,Close,Adj Close,Volume
2021-10-04 09:30:00-04:00,141.75999450683594,142.2100067138672,140.27499389648438,140.72999572753906,140.72999572753906,11733337
2021-10-04 10:00:00-04:00,140.72999572753906,140.8843994140625,139.8699951171875,139.8800048828125,139.8800048828125,7588896
2021-10-04 10:30:00-04:00,139.8800048828125,139.91000366210938,138.83700561523438,139.11000061035156,139.11000061035156,9274503
2021-10-04 11:00:00-04:00,139.11000061035156,139.5,138.7899932861328,139.08999633789062,139.08999633789062,6530211
2021-10-04 11:30:00-04:00,139.0800018310547,139.38999938964844,138.6300048828125,139.23899841308594,139.23899841308594,5933105
2021-10-04 12:00:00-04:00,139.22999572753906,139.25,138.4600067138672,138.52999877929688,138.52999877929688,5183616
2021-10-04 12:30:00-04:00,138.531494140625,138.68690490722656,138.30999755859375,138.5198974609375,138.5198974609375,5601126
2021-10-04 13:00:00-04:00,138.51499938964844,138.90499877929688,138.27000427246094,138.55999755859375,138.55999755859375,4370756
2021-10-04 13:30:00-04:00,138.5561981201172,138.97999572753906,138.53500366210938,138.55999755859375,138.55999755859375,4110302
2021-10-04 14:00:00-04:00,138.55999755859375,139.22000122070312,138.54989624023438,138.7519073486328,138.7519073486328,5527610
2021-10-04 14:30:00-04:00,138.75,139.07989501953125,138.52999877929688,138.94500732421875,138.94500732421875,4835442
2021-10-04 15:00:00-04:00,138.9499969482422,139.32000732421875,138.50999450683594,138.5850067138672,138.5850067138672,5984533
2021-10-04 15:30:00-04:00,138.5850067138672,139.22999572753906,138.47000122070312,139.1699981689453,139.1699981689453,11263308
2021-10-05 09:30:00-04:00,139.49000549316406,140.39999389648438,139.41000366210938,139.82000732421875,139.82000732421875,11613388
2021-10-05 10:00:00-04:00,139.82000732421875,140.10000610351562,139.5800018310547,139.8699951171875,139.8699951171875,6191101
2021-10-05 10:30:00-04:00,139.8699951171875,140.57000732421875,139.6300048828125,140.5402069091797,140.5402069091797,6761433
2021-10-05 11:00:00-04:00,140.5399932861328,141.27999877929688,140.49000549316406,141.10000610351562,141.10000610351562,6190910
2021-10-05 11:30:00-04:00,141.08999633789062,141.54989624023438,140.92999267578125,141.53500366210938,141.53500366210938,6194487
2021-10-05 12:00:00-04:00,141.5301055908203,141.88999938964844,141.3300018310547,141.78500366210938,141.78500366210938,4936734
2021-10-05 12:30:00-04:00,141.7899932861328,142.00999450683594,141.72999572753906,141.9409942626953,141.9409942626953,4231365
2021-10-05 13:00:00-04:00,141.9499969482422,142.0,141.58999633789062,141.76499938964844,141.76499938964844,3323390
2021-10-05 13:30:00-04:00,141.75999450683594,142.1199951171875,141.7550048828125,141.9949951171875,141.9949951171875,3217792
2021-10-05 14:00:00-04:00,141.99000549316406,142.19000244140625,141.8699951171875,142.04550170898438,142.04550170898438,3069779
2021-10-05 14:30:00-04:00,142.04010009765625,142.24000549316406,141.97999572753906,141.9949951171875,141.9949951171875,2820234
2021-10-05 15:00:00-04:00,141.9949951171875,142.1199951171875,141.61000061035156,141.64999389648438,141.64999389648438,3316619
2021-10-05 15:30:00-04:00,141.63999938964844,141.72999572753906,140.91000366210938,141.10000610351562,141.10000610351562,8348391
2021-10-06 09:30:00-04:00,139.47000122070312,140.17979431152344,138.9600067138672,139.1199951171875,139.1199951171875,14497030
2021-10-06 10:00:00-04:00,139.1199951171875,140.28759765625,138.3699951171875,140.02499389648438,140.02499389648438,10053985
2021-10-06 10:30:00-04:00,140.02000427246094,140.67999267578125,140.0,140.3000030517578,140.3000030517578,6365510
2021-10-06 11:00:00-04:00,140.28500366210938,140.3800048828125,139.5850067138672,139.7075958251953,139.7075958251953,4844405
2021-10-06 11:30:00-04:00,139.70989990234375,140.4550018310547,139.65040588378906,140.39010620117188,140.39010620117188,4220619
2021-10-06 12:00:00-04:00,140.38999938964844,140.4149932861328,139.75360107421875,139.8101043701172,139.8101043701172,4209436
2021-10-06 12:30:00-04:00,139.80999755859375,140.0800018310547,139.71499633789062,139.85000610351562,139.85000610351562,3443877
2021-10-06 13:00:00-04:00,139.85000610351562,140.4290008544922,139.55999755859375,140.42880249023438,140.42880249023438,4022792
2021-10-06 13:30:00-04:00,140.42269897460938,140.9199981689453,140.33999633789062,140.91110229492188,140.91110229492188,5062317
2021-10-06 14:00:00-04:00,140.91000366210938,141.42999267578125,140.72000122070312,141.42010498046875,141.42010498046875,4616472
2021-10-06 14:30:00-04:00,141.4199981689453,141.66000366210938,141.1199951171875,141.1649932861328,141.1649932861328,3381479
2021-10-06 15:00:00-04:00,141.14999389648438,141.47999572753906,141.08999633789062,141.47500610351562,141.47500610351562,3842412
2021-10-06 15:30:00-04:00,141.47000122070312,142.14999389648438,141.1199951171875,141.99000549316406,141.99000549316406,7557716
2021-10-07 09:30:00-04:00,143.05999755859375,143.85000610351562,142.86000061035156,143.84500122070312,143.84500122070312,12488209
2021-10-07 10:00:00-04:00,143.84500122070312,144.21499633789062,143.77999877929688,143.96499633789062,143.96499633789062,7256642
2021-10-07 10:30:00-04:00,143.96499633789062,144.19000244140625,143.85000610351562,144.0,144.0,4123238
2021-10-07 11:00:00-04:00,144.00999450683594,144.0614013671875,143.5449981689453,143.8300018310547,143.8300018310547,3727678
2021-10-07 11:30:00-04:00,143.83999633789062,144.14999389648438,143.75039672851562,144.1199951171875,144.1199951171875,3125005
2021-10-07 12:00:00-04:00,144.1300048828125,144.13999938964844,143.625,143.8350067138672,143.8350067138672,2612479
2021-10-07 12:30:00-04:00,143.8350067138672,144.05999755859375,143.7100067138672,144.0449981689453,144.0449981689453,2683110
2021-10-07 13:00:00-04:00,144.0399932861328,144.1699981689453,143.9149932861328,144.0800018310547,144.0800018310547,2873936
2021-10-07 13:30:00-04:00,144.0800018310547,144.1699981689453,143.91000366210938,143.94329833984375,143.94329833984375,2137536
2021-10-07 14:00:00-04:00,143.94500732421875,144.0,143.63999938964844,143.73500061035156,143.73500061035156,2766694
2021-10-07 14:30:00-04:00,143.74000549316406,143.82000732421875,143.4250030517578,143.5399932861328,143.5399932861328,2673634
2021-10-07 15:00:00-04:00,143.5449981689453,143.82000732421875,143.42999267578125,143.77000427246094,143.77000427246094,3103317
2021-10-07 15:30:00-04:00,143.77000427246094,143.83999633789062,143.0,143.27999877929688,143.27999877929688,6557596
2021-10-08 09:30:00-04:00,144.02999877929688,144.1781005859375,143.07000732421875,143.19650268554688,143.19650268554688,9684200
2021-10-08 10:00:00-04:00,143.1822967529297,143.9600067138672,143.1649932861328,143.73629760742188,143.73629760742188,5001556
2021-10-08 10:30:00-04:00,143.74000549316406,143.86000061035156,143.07000732421875,143.28500366210938,143.28500366210938,4437373
2021-10-08 11:00:00-04:00,143.2899932861328,143.49000549316406,143.17010498046875,143.2899932861328,143.2899932861328,2954120
2021-10-08 11:30:00-04:00,143.2899932861328,143.36000061035156,142.9499969482422,143.01010131835938,143.01010131835938,3485204
2021-10-08 12:00:00-04:00,143.02000427246094,143.19720458984375,142.8300018310547,142.8594970703125,142.8594970703125,2918695
2021-10-08 12:30:00-04:00,142.85069274902344,143.25,142.8000030517578,142.97000122070312,142.97000122070312,2470192
2021-10-08 13:00:00-04:00,142.97500610351562,143.05999755859375,142.55999755859375,142.6699981689453,142.6699981689453,2949552
2021-10-08 13:30:00-04:00,142.64999389648438,142.9550018310547,142.6199951171875,142.86500549316406,142.86500549316406,2362854
2021-10-08 14:00:00-04:00,142.8699951171875,143.33999633789062,142.83009338378906,143.2917022705078,143.2917022705078,2679983
2021-10-08 14:30:00-04:00,143.3000030517578,143.39999389648438,143.02999877929688,143.06500244140625,143.06500244140625,2687808
2021-10-08 15:00:00-04:00,143.0601043701172,143.33999633789062,142.99000549316406,143.30079650878906,143.30079650878906,2525079
2021-10-08 15:30:00-04:00,143.30499267578125,143.30499267578125,142.7830047607422,143.00999450683594,143.00999450683594,5908249
